location,skew,distortion
baltimore,100,11
baltimore,200,22
baltimore,500,27
baltimore,1000,33
baltimore,2000,41
baltimore,5000,45
baltimore,10000,45
baltimore,20000,45
baltimore,50000,45
dallas,100,15
dallas,200,16
dallas,500,29
dallas,1000,38
dallas,2000,43
dallas,5000,44
dallas,10000,45
dallas,20000,45
dallas,50000,45
decatur,100,6
decatur,200,8
decatur,500,12
decatur,1000,14
decatur,2000,24
decatur,5000,28
decatur,10000,32
decatur,20000,41
decatur,50000,45
new_york,100,15
new_york,200,22
new_york,500,33
new_york,1000,38
new_york,2000,45
new_york,5000,45
new_york,10000,45
new_york,20000,45
new_york,50000,45
newhaven,100,13
newhaven,200,17
newhaven,500,26
newhaven,1000,37
newhaven,2000,40
newhaven,5000,44
newhaven,10000,45
newhaven,20000,45
newhaven,50000,45
redmond,100,6
redmond,200,17
redmond,500,23
redmond,1000,32
redmond,2000,36
redmond,5000,45
redmond,10000,45
redmond,20000,45
redmond,50000,45
