location,skew,distortion
baltimore,100,40
baltimore,200,39
baltimore,500,38
baltimore,1000,36
baltimore,2000,33
baltimore,5000,19
baltimore,10000,5
baltimore,20000,0
baltimore,50000,0
dallas,100,39
dallas,200,39
dallas,500,38
dallas,1000,36
dallas,2000,34
dallas,5000,25
dallas,10000,4
dallas,20000,0
dallas,50000,0
decatur,100,39
decatur,200,40
decatur,500,39
decatur,1000,39
decatur,2000,39
decatur,5000,39
decatur,10000,37
decatur,20000,36
decatur,50000,0
new_york,100,40
new_york,200,39
new_york,500,37
new_york,1000,37
new_york,2000,34
new_york,5000,15
new_york,10000,10
new_york,20000,7
new_york,50000,0
newhaven,100,40
newhaven,200,39
newhaven,500,39
newhaven,1000,38
newhaven,2000,33
newhaven,5000,29
newhaven,10000,17
newhaven,20000,1
newhaven,50000,0
redmond,100,40
redmond,200,40
redmond,500,39
redmond,1000,37
redmond,2000,35
redmond,5000,32
redmond,10000,29
redmond,20000,4
redmond,50000,0
