location,skew,distortion
baltimore,100,50
baltimore,200,50
baltimore,500,48
baltimore,1000,47
baltimore,2000,41
baltimore,5000,28
baltimore,10000,12
baltimore,20000,8
baltimore,50000,0
dallas,100,50
dallas,200,50
dallas,500,47
dallas,1000,45
dallas,2000,43
dallas,5000,34
dallas,10000,9
dallas,20000,0
dallas,50000,0
decatur,100,49
decatur,200,49
decatur,500,49
decatur,1000,49
decatur,2000,47
decatur,5000,46
decatur,10000,42
decatur,20000,40
decatur,50000,3
new_york,100,50
new_york,200,48
new_york,500,46
new_york,1000,44
new_york,2000,41
new_york,5000,23
new_york,10000,13
new_york,20000,10
new_york,50000,0
newhaven,100,50
newhaven,200,49
newhaven,500,48
newhaven,1000,48
newhaven,2000,42
newhaven,5000,38
newhaven,10000,25
newhaven,20000,4
newhaven,50000,0
redmond,100,49
redmond,200,50
redmond,500,49
redmond,1000,48
redmond,2000,47
redmond,5000,41
redmond,10000,38
redmond,20000,12
redmond,50000,0
