location,skew,distortion
baltimore,0.001,20
baltimore,0.1,20
baltimore,0.2,20
baltimore,0.5,19
baltimore,1.0,17
baltimore,2.0,14
baltimore,5.0,6
baltimore,10.0,0
baltimore,20.0,0
baltimore,50.0,0
dallas,0.001,20
dallas,0.1,20
dallas,0.2,19
dallas,0.5,18
dallas,1.0,17
dallas,2.0,16
dallas,5.0,7
dallas,10.0,0
dallas,20.0,0
dallas,50.0,0
decatur,0.001,20
decatur,0.1,19
decatur,0.2,19
decatur,0.5,19
decatur,1.0,19
decatur,2.0,19
decatur,5.0,18
decatur,10.0,17
decatur,20.0,16
decatur,50.0,0
new_york,0.001,20
new_york,0.1,20
new_york,0.2,19
new_york,0.5,19
new_york,1.0,17
new_york,2.0,16
new_york,5.0,9
new_york,10.0,3
new_york,20.0,0
new_york,50.0,0
newhaven,0.001,20
newhaven,0.1,19
newhaven,0.2,19
newhaven,0.5,18
newhaven,1.0,18
newhaven,2.0,14
newhaven,5.0,12
newhaven,10.0,7
newhaven,20.0,0
newhaven,50.0,0
redmond,0.001,20
redmond,0.1,20
redmond,0.2,20
redmond,0.5,20
redmond,1.0,19
redmond,2.0,17
redmond,5.0,11
redmond,10.0,10
redmond,20.0,0
redmond,50.0,0
