14 14 17 18 19 25 24 18 36 22 22 49 48
2  2  2  10 17  7  8 23 23 22 28 39 38
6  19 22 25 26 29 17 27 26 30 28 47 47
2  6  10 10 6  10 10 12 14 10 49 39 41
2  6  6  49 8   6 18 12 14 16 31 21 46
