23 16 24 31 35 39 43 43 46 47 48 49 49 
23 29 34 29 36 40 36 42 39 43 44 48 47 
20 17 27 34 28 40 35 40 39 46 46 48 48 
16 20 25 26 37 49 24 33 49 41 47 49 49 
