13 18 32 29 40 32 42 45 40 46 48 48 49
22 22 32 36 34 37 37 36 45 45 45 49 48
21 34 33 43 44 39 41 46 25 49 47 49 49
30 25 36 25 43 36 43 25 49 47 48 49 48
23 25 32 33 35 49 49 49 49 49 49 49 49 
