location,skew,distortion
baltimore,50000,40
baltimore,500,21
baltimore,5000,40
baltimore,10000,40
baltimore,100,0
baltimore,20000,40
baltimore,200,16
baltimore,2000,35
baltimore,1000,28
decatur,50000,40
decatur,500,11
decatur,5000,24
decatur,10000,28
decatur,100,0
decatur,20000,36
decatur,200,6
decatur,2000,22
decatur,1000,12
redmond,50000,40
redmond,500,19
redmond,5000,40
redmond,10000,40
redmond,100,0
redmond,20000,40
redmond,200,12
redmond,2000,32
redmond,1000,25
new_york,50000,40
new_york,500,23
new_york,5000,37
new_york,10000,40
new_york,100,0
new_york,20000,40
new_york,200,18
new_york,2000,33
new_york,1000,31
dallas,50000,40
dallas,500,28
dallas,5000,39
dallas,10000,40
dallas,100,0
dallas,20000,40
dallas,200,11
dallas,2000,39
dallas,1000,32
newhaven,50000,40
newhaven,500,23
newhaven,5000,38
newhaven,10000,40
newhaven,100,0
newhaven,20000,40
newhaven,200,0
newhaven,2000,36
newhaven,1000,29
