location,skew,distortion
baltimore,50000,10
baltimore,500,3
baltimore,5000,10
baltimore,10000,10
baltimore,100,0
baltimore,20000,10
baltimore,200,3
baltimore,2000,8
baltimore,1000,6
decatur,50000,10
decatur,500,5
decatur,5000,6
decatur,10000,7
decatur,100,0
decatur,20000,9
decatur,200,2
decatur,2000,6
decatur,1000,4
redmond,50000,10
redmond,500,4
redmond,5000,10
redmond,10000,10
redmond,100,0
redmond,20000,10
redmond,200,0
redmond,2000,8
redmond,1000,4
new_york,50000,10
new_york,500,6
new_york,5000,10
new_york,10000,10
new_york,100,0
new_york,20000,10
new_york,200,4
new_york,2000,9
new_york,1000,8
dallas,50000,10
dallas,500,4
dallas,5000,10
dallas,10000,10
dallas,100,0
dallas,20000,10
dallas,200,3
dallas,2000,10
dallas,1000,8
newhaven,50000,10
newhaven,500,6
newhaven,5000,10
newhaven,10000,10
newhaven,100,0
newhaven,20000,10
newhaven,200,0
newhaven,2000,10
newhaven,1000,4
