location,skew,distortion
baltimore,50000,25
baltimore,500,11
baltimore,5000,25
baltimore,10000,25
baltimore,100,0
baltimore,20000,25
baltimore,200,7
baltimore,2000,21
baltimore,1000,16
decatur,50000,25
decatur,500,7
decatur,5000,14
decatur,10000,17
decatur,100,0
decatur,20000,23
decatur,200,4
decatur,2000,11
decatur,1000,8
redmond,50000,25
redmond,500,10
redmond,5000,25
redmond,10000,25
redmond,100,0
redmond,20000,25
redmond,200,5
redmond,2000,18
redmond,1000,15
new_york,50000,25
new_york,500,14
new_york,5000,24
new_york,10000,25
new_york,100,0
new_york,20000,25
new_york,200,11
new_york,2000,22
new_york,1000,20
dallas,50000,25
dallas,500,15
dallas,5000,25
dallas,10000,25
dallas,100,0
dallas,20000,25
dallas,200,5
dallas,2000,25
dallas,1000,21
newhaven,50000,25
newhaven,500,13
newhaven,5000,24
newhaven,10000,25
newhaven,100,0
newhaven,20000,25
newhaven,200,0
newhaven,2000,22
newhaven,1000,15
