19 19 24 24 27 35 36 33 36 35 44 49 49
15 24 37 40 41 37 43 45 45 45 49 49 49
17 22 22 35 38 22 25 43 42 45 49 47 49
16 28 15 28 19 36 43 32 37 36 42 49 49
