location,skew,distortion
redmond,50000,5
redmond,500,0
redmond,5000,2
redmond,10000,2
redmond,100,0
redmond,20000,5
redmond,200,0
redmond,2000,2
redmond,1000,0
new_york,50000,5
new_york,500,2
new_york,5000,4
new_york,10000,4
new_york,100,0
new_york,20000,5
new_york,200,0
new_york,2000,2
new_york,1000,2
baltimore,50000,5
baltimore,500,1
baltimore,5000,4
baltimore,10000,5
baltimore,100,0
baltimore,20000,5
baltimore,200,0
baltimore,2000,3
baltimore,1000,2
dallas,50000,5
dallas,500,5
dallas,5000,5
dallas,10000,5
dallas,100,0
dallas,20000,5
dallas,200,3
dallas,2000,4
dallas,1000,3
decatur,50000,1
decatur,500,0
decatur,10000,0
decatur,100,0
decatur,20000,0
decatur,200,0
decatur,2000,0
decatur,1000,0
