location,skew,distortion
redmond,50000,0
redmond,500,10
redmond,5000,6
redmond,10000,6
redmond,100,10
redmond,20000,1
redmond,200,10
redmond,2000,9
redmond,1000,10
new_york,50000,0
new_york,500,8
new_york,5000,4
new_york,10000,3
new_york,100,10
new_york,20000,0
new_york,200,9
new_york,2000,7
new_york,1000,7
baltimore,50000,0
baltimore,500,10
baltimore,5000,5
baltimore,10000,4
baltimore,100,10
baltimore,20000,0
baltimore,200,10
baltimore,2000,9
baltimore,1000,10
dallas,50000,0
dallas,500,10
dallas,5000,2
dallas,10000,1
dallas,100,10
dallas,20000,0
dallas,200,10
dallas,2000,6
dallas,1000,9
decatur,50000,0
decatur,500,1
decatur,10000,1
decatur,100,1
decatur,20000,0
decatur,200,1
decatur,2000,1
decatur,1000,1
