location,skew,distortion
baltimore,100,25
baltimore,200,25
baltimore,500,25
baltimore,1000,25
baltimore,2000,25
baltimore,5000,25
baltimore,10000,24
baltimore,20000,24
baltimore,50000,18
dallas,100,25
dallas,200,25
dallas,500,25
dallas,1000,25
dallas,2000,24
dallas,5000,22
dallas,10000,19
dallas,20000,15
dallas,50000,10
decatur,100,25
decatur,200,25
decatur,500,25
decatur,1000,25
decatur,2000,24
decatur,5000,23
decatur,10000,20
decatur,20000,20
decatur,50000,14
new_york,100,25
new_york,200,25
new_york,500,25
new_york,1000,25
new_york,2000,25
new_york,5000,25
new_york,10000,24
new_york,20000,22
new_york,50000,18
newhaven,100,25
newhaven,200,25
newhaven,500,25
newhaven,1000,25
newhaven,2000,25
newhaven,5000,24
newhaven,10000,24
newhaven,20000,23
newhaven,50000,18
redmond,100,25
redmond,200,25
redmond,500,25
redmond,1000,25
redmond,2000,25
redmond,5000,24
redmond,10000,24
redmond,20000,23
redmond,50000,22
